"","countryname","countrycode","regionname","regioncode","jurisdiction","date","c1_school closing","c1_flag","c2_workplace closing","c2_flag","c3_cancel public events","c3_flag","c4_restrictions on gatherings","c4_flag","c5_close public transport","c5_flag","c6_stay at home requirements","c6_flag","c7_restrictions on internal movement","c7_flag","c8_international travel controls","e1_income support","e1_flag","e2_debt/contract relief","e3_fiscal measures","e4_international support","h1_public information campaigns","h1_flag","h2_testing policy","h3_contact tracing","h4_emergency investment in healthcare","h5_investment in vaccines","h6_facial coverings","h6_flag","h7_vaccination policy","h7_flag","h8_protection of elderly people","h8_flag","m1_wildcard","confirmedcases","confirmeddeaths","stringencyindex","stringencyindexfordisplay","stringencylegacyindex","stringencylegacyindexfordisplay","governmentresponseindex","governmentresponseindexfordisplay","containmenthealthindex","containmenthealthindexfordisplay","economicsupportindex","economicsupportindexfordisplay","phsm_change"
"5409","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-27,3,1,1,1,2,1,3,1,1,1,0,NA,2,0,NA,2,1,1,0,0,2,1,2,2,0,0,2,1,0,NA,2,1,NA,14,0,59.26,59.26,69.05,69.05,60.42,60.42,58.33,58.33,75,75,"decrease"
"5410","Canada","CAN",NA,NA,"NAT_TOTAL",2020-07-27,3,0,2,0,2,0,4,0,0,NA,1,1,2,0,4,2,1,1,0,0,2,1,2,1,0,0,2,0,0,NA,3,0,NA,116471,8991,67.13,67.13,67.38,67.38,61.98,61.98,60.12,60.12,75,75,"increase"
"5411","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-28,1,1,2,1,1,1,2,1,1,0,0,NA,1,1,4,2,1,1,453397736,0,2,1,3,2,0,0,2,1,0,NA,2,1,NA,10470,187,52.78,52.78,70.24,70.24,58.85,58.85,56.55,56.55,75,75,"decrease"
"5412","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-28,2,1,1,1,2,1,3,1,0,NA,1,1,1,1,4,2,0,2,0,0,2,1,2,2,0,0,2,1,0,NA,2,1,NA,391,8,62.04,62.04,70.24,70.24,63.54,63.54,60.12,60.12,87.5,87.5,"increase"
"5413","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-28,2,1,0,NA,2,1,3,1,1,1,0,NA,2,1,4,2,1,1,0,0,2,1,1,2,0,0,2,1,0,NA,2,1,NA,170,2,65.74,65.74,77.38,77.38,61.98,61.98,60.12,60.12,75,75,"decrease"
"5414","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-28,2,1,1,1,2,0,3,1,0,NA,1,1,2,1,4,2,1,1,0,0,2,1,2,2,0,0,2,1,0,NA,3,1,NA,266,3,64.81,64.81,72.14,72.14,65.62,65.62,64.29,64.29,75,75,"increase"
"5415","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-28,3,1,0,NA,1,1,3,1,0,NA,0,NA,2,1,4,2,1,1,0,0,2,1,1,2,0,0,2,1,0,NA,1,1,NA,1067,63,58.33,58.33,68.57,68.57,55.73,55.73,52.98,52.98,75,75,"decrease"
"5416","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-28,2,1,2,1,1,1,3,1,0,NA,1,1,2,0,4,2,1,0,0,0,2,1,1,2,0,0,2,1,0,NA,2,1,NA,0,0,62.96,62.96,70.95,70.95,57.29,57.29,58.33,58.33,50,50,"increase"
"5417","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-28,3,1,2,0,1,0,4,0,1,1,0,NA,0,NA,4,2,1,2,0,0,2,1,3,2,0,0,2,1,0,NA,3,1,NA,38910,2788,56.94,56.94,70.95,70.95,66.41,66.41,61.61,61.61,100,100,"decrease"
"5418","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-28,2,1,1,1,1,1,3,1,0,NA,1,1,2,1,4,2,1,2,0,0,2,1,1,2,0,0,2,1,0,NA,2,1,NA,36,0,62.04,62.04,72.14,72.14,63.02,63.02,57.74,57.74,100,100,"increase"
"5419","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-28,3,0,2,1,2,1,3,1,0,NA,0,NA,0,NA,4,2,1,1,0,0,2,1,2,0,0,0,3,1,0,NA,2,1,NA,58897,5670,58.33,58.33,64.29,64.29,55.21,55.21,52.38,52.38,75,75,"decrease"
"5420","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-28,3,1,2,1,1,1,3,1,0,NA,1,1,0,NA,NA,2,1,1,0,0,2,1,1,2,0,0,2,1,0,NA,1,1,NA,1218,17,47.22,47.22,57.86,57.86,49.48,49.48,45.83,45.83,75,75,"increase"
"5421","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-28,3,1,1,1,2,1,3,1,1,1,0,NA,2,0,NA,2,1,1,0,0,2,1,2,2,0,0,2,1,0,NA,2,1,NA,14,0,59.26,59.26,69.05,69.05,60.42,60.42,58.33,58.33,75,75,"decrease"
"5422","Canada","CAN",NA,NA,"NAT_TOTAL",2020-07-28,3,0,2,0,2,0,4,0,0,NA,1,1,2,0,4,2,1,1,0,0,2,1,2,1,0,0,2,0,0,NA,3,0,NA,116871,9001,67.13,67.13,67.38,67.38,61.98,61.98,60.12,60.12,75,75,"increase"
"5423","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-29,1,1,2,1,1,1,2,1,1,0,0,NA,1,1,4,2,1,1,0,0,2,1,3,2,0,0,2,1,0,NA,2,1,NA,10603,190,52.78,52.78,70.24,70.24,58.85,58.85,56.55,56.55,75,75,"decrease"
"5424","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-29,2,1,1,1,2,1,3,1,0,NA,1,1,1,1,4,2,0,2,0,0,2,1,2,2,0,0,2,1,0,NA,2,1,NA,393,8,62.04,62.04,70.24,70.24,63.54,63.54,60.12,60.12,87.5,87.5,"increase"
"5425","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-29,2,1,0,NA,2,1,3,1,1,1,0,NA,2,1,4,2,1,1,0,0,2,1,1,2,0,0,2,1,0,NA,2,1,NA,170,2,65.74,65.74,77.38,77.38,61.98,61.98,60.12,60.12,75,75,"decrease"
"5426","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-29,2,1,1,1,2,0,3,1,0,NA,1,1,2,1,4,2,1,1,0,0,2,1,2,2,0,0,2,1,0,NA,3,1,NA,266,3,64.81,64.81,72.14,72.14,65.62,65.62,64.29,64.29,75,75,"increase"
"5427","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-29,3,1,0,NA,1,1,3,1,0,NA,0,NA,2,1,4,2,1,1,0,0,2,1,1,2,0,0,2,1,0,NA,1,1,NA,1067,64,58.33,58.33,68.57,68.57,55.73,55.73,52.98,52.98,75,75,"decrease"
"5428","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-29,2,1,2,1,1,1,3,1,0,NA,1,1,2,0,4,2,1,0,0,0,2,1,1,2,0,0,2,1,0,NA,2,1,NA,0,0,62.96,62.96,70.95,70.95,57.29,57.29,58.33,58.33,50,50,"increase"
"5429","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-29,3,1,2,0,1,0,4,0,1,1,0,NA,0,NA,4,2,1,2,0,0,2,1,3,2,0,0,2,1,0,NA,3,1,NA,38986,2789,56.94,56.94,70.95,70.95,66.41,66.41,61.61,61.61,100,100,"decrease"
"5430","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-29,2,1,1,1,1,1,3,1,0,NA,1,1,2,1,4,2,1,2,0,0,2,1,1,2,0,0,2,1,0,NA,2,1,NA,36,0,62.04,62.04,72.14,72.14,63.02,63.02,57.74,57.74,100,100,"increase"
"5431","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-29,3,0,2,1,2,1,3,1,0,NA,0,NA,0,NA,4,2,1,1,0,0,2,1,2,0,0,0,3,1,0,NA,2,1,NA,59009,5672,58.33,58.33,64.29,64.29,55.21,55.21,52.38,52.38,75,75,"decrease"
"5432","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-29,3,1,2,1,1,1,3,1,0,NA,1,1,0,NA,NA,2,1,1,0,0,2,1,1,2,0,0,2,1,0,NA,1,1,NA,1268,17,47.22,47.22,57.86,57.86,49.48,49.48,45.83,45.83,75,75,"increase"
"5433","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-29,3,1,1,1,2,1,3,1,1,1,0,NA,2,0,NA,2,1,1,0,0,2,1,2,2,0,0,2,1,0,NA,2,1,NA,14,0,59.26,59.26,69.05,69.05,60.42,60.42,58.33,58.33,75,75,"decrease"
"5434","Canada","CAN",NA,NA,"NAT_TOTAL",2020-07-29,3,0,2,0,2,0,4,0,0,NA,1,1,2,0,4,2,1,1,0,0,2,1,2,1,0,0,2,0,0,NA,3,0,NA,117357,9006,67.13,67.13,67.38,67.38,61.98,61.98,60.12,60.12,75,75,"increase"
"5435","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-30,1,1,2,1,1,1,2,1,1,0,0,NA,1,1,4,2,1,1,0,0,2,1,3,2,0,0,2,1,0,NA,2,1,NA,10716,195,52.78,52.78,70.24,70.24,58.85,58.85,56.55,56.55,75,75,"decrease"
"5436","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-30,2,1,1,1,2,1,3,1,0,NA,1,1,1,1,4,2,0,2,0,0,2,1,2,2,0,0,2,1,0,NA,2,1,NA,395,8,62.04,62.04,70.24,70.24,63.54,63.54,60.12,60.12,87.5,87.5,"increase"
"5437","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-30,2,1,0,NA,2,1,3,1,1,1,0,NA,2,1,4,2,1,1,0,0,2,1,1,2,0,0,2,1,0,NA,2,1,NA,170,2,65.74,65.74,77.38,77.38,61.98,61.98,60.12,60.12,75,75,"decrease"
"5438","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-30,2,1,1,1,2,0,3,1,0,NA,1,1,2,1,4,2,1,1,297604,0,2,1,2,2,0,0,2,1,0,NA,3,1,NA,266,3,64.81,64.81,72.14,72.14,65.62,65.62,64.29,64.29,75,75,"increase"
"5439","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-30,3,1,0,NA,1,1,3,1,0,NA,0,NA,2,1,4,2,1,1,0,0,2,1,1,2,0,0,2,1,0,NA,1,1,NA,1067,64,58.33,58.33,68.57,68.57,55.73,55.73,52.98,52.98,75,75,"decrease"
"5440","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-30,2,1,2,1,1,1,3,1,0,NA,1,1,2,0,4,2,1,0,0,0,2,1,1,2,0,0,2,1,0,NA,2,1,NA,0,0,62.96,62.96,70.95,70.95,57.29,57.29,58.33,58.33,50,50,"increase"
"5441","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-30,3,1,2,0,1,0,4,0,1,1,0,NA,0,NA,4,2,1,2,0,0,2,1,3,2,0,0,2,1,0,NA,3,1,NA,39075,2792,56.94,56.94,70.95,70.95,66.41,66.41,61.61,61.61,100,100,"decrease"
"5442","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-30,2,1,1,1,1,1,3,1,0,NA,1,1,2,1,4,2,1,2,0,0,2,1,1,2,0,0,2,1,0,NA,2,1,NA,36,0,62.04,62.04,72.14,72.14,63.02,63.02,57.74,57.74,100,100,"increase"
"5443","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-30,3,0,2,1,2,1,3,1,0,NA,0,NA,0,NA,4,2,1,1,0,0,2,1,2,0,0,0,3,1,0,NA,2,1,NA,59131,5673,58.33,58.33,64.29,64.29,55.21,55.21,52.38,52.38,75,75,"decrease"
"5444","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-30,3,1,2,1,1,1,3,1,0,NA,1,1,0,NA,NA,2,1,1,0,0,2,1,1,2,0,0,2,1,0,NA,1,1,NA,1306,18,47.22,47.22,57.86,57.86,49.48,49.48,45.83,45.83,75,75,"increase"
"5445","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-30,3,1,1,1,2,1,3,1,1,1,0,NA,2,0,NA,2,1,1,0,0,2,1,2,2,0,0,2,1,0,NA,2,1,NA,14,0,59.26,59.26,69.05,69.05,60.42,60.42,58.33,58.33,75,75,"decrease"
"5446","Canada","CAN",NA,NA,"NAT_TOTAL",2020-07-30,3,0,2,0,2,0,4,0,0,NA,1,1,2,0,4,2,1,1,0,0,2,1,2,1,0,0,2,0,0,NA,3,0,NA,117677,9019,67.13,67.13,67.38,67.38,61.98,61.98,60.12,60.12,75,75,"increase"
"5447","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-31,1,1,2,1,1,1,2,1,1,0,0,NA,1,1,4,2,1,1,0,0,2,1,3,2,0,0,2,1,0,NA,2,1,NA,10843,196,52.78,52.78,70.24,70.24,58.85,58.85,56.55,56.55,75,75,"decrease"
"5448","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-31,2,1,1,1,2,1,3,1,0,NA,1,1,1,1,4,2,0,2,0,0,2,1,2,2,0,0,2,1,0,NA,2,1,NA,401,8,62.04,62.04,70.24,70.24,63.54,63.54,60.12,60.12,87.5,87.5,"increase"
"5449","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-31,2,1,0,NA,2,1,3,1,1,1,0,NA,2,1,4,2,1,1,0,0,2,1,2,2,0,0,2,1,0,NA,2,1,NA,170,2,65.74,65.74,77.38,77.38,64.06,64.06,62.5,62.5,75,75,"decrease"
"5450","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-31,2,1,1,1,2,0,3,1,0,NA,1,1,2,1,4,2,1,1,4277381,0,2,1,2,2,0,0,2,1,0,NA,3,1,NA,266,3,64.81,64.81,72.14,72.14,65.62,65.62,64.29,64.29,75,75,"increase"
"5451","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-31,3,1,0,NA,1,1,3,1,0,NA,0,NA,2,1,4,2,1,1,0,0,2,1,1,2,0,0,2,1,0,NA,1,1,NA,1069,64,58.33,58.33,68.57,68.57,55.73,55.73,52.98,52.98,75,75,"decrease"
"5452","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-31,2,1,2,1,1,1,3,1,0,NA,1,1,2,0,4,2,1,0,0,0,2,1,1,2,0,0,2,1,0,NA,2,1,NA,0,0,62.96,62.96,70.95,70.95,57.29,57.29,58.33,58.33,50,50,"increase"
"5453","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-31,3,1,2,0,1,0,4,0,1,1,0,NA,0,NA,4,2,1,2,0,0,2,1,3,2,0,0,2,1,0,NA,3,1,NA,39209,2795,56.94,56.94,70.95,70.95,66.41,66.41,61.61,61.61,100,100,"decrease"
"5454","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-31,2,1,1,1,1,1,3,1,0,NA,1,1,2,1,4,2,1,2,0,0,2,1,1,2,0,0,2,1,0,NA,2,1,NA,36,0,62.04,62.04,72.14,72.14,63.02,63.02,57.74,57.74,100,100,"increase"
"5455","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-31,3,0,2,1,2,1,3,1,0,NA,0,NA,0,NA,4,2,1,1,0,0,2,1,2,0,0,0,3,1,0,NA,2,1,NA,59312,5674,58.33,58.33,64.29,64.29,55.21,55.21,52.38,52.38,75,75,"decrease"
"5456","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-31,3,1,2,1,1,1,3,1,0,NA,1,1,0,NA,NA,2,1,1,0,0,2,1,1,2,0,0,2,1,0,NA,1,1,NA,1319,18,47.22,47.22,57.86,57.86,49.48,49.48,45.83,45.83,75,75,"increase"
"5457","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-31,3,1,1,1,2,1,3,1,1,1,0,NA,2,0,NA,2,1,1,0,0,2,1,2,2,0,0,2,1,0,NA,2,1,NA,14,0,59.26,59.26,69.05,69.05,60.42,60.42,58.33,58.33,75,75,"decrease"
"5458","Canada","CAN",NA,NA,"NAT_TOTAL",2020-07-31,3,0,2,0,2,0,4,0,0,NA,1,1,2,0,4,2,1,1,0,0,2,1,2,2,0,0,2,0,0,NA,3,0,NA,118281,9025,67.13,67.13,67.38,67.38,65.1,65.1,63.69,63.69,75,75,"increase"
"5459","Canada","CAN",NA,NA,"STATE_TOTAL",2020-08-01,1,1,2,1,1,1,2,1,1,0,0,NA,1,1,4,2,1,1,0,0,2,1,3,2,0,0,3,0,0,NA,2,1,NA,10843,196,52.78,52.78,70.24,70.24,59.64,59.64,57.44,57.44,75,75,"decrease"
"5460","Canada","CAN",NA,NA,"STATE_TOTAL",2020-08-01,2,1,1,1,2,1,3,1,0,NA,1,1,1,1,4,2,0,2,0,0,2,1,2,2,0,0,2,1,0,NA,2,1,NA,403,8,62.04,62.04,70.24,70.24,63.54,63.54,60.12,60.12,87.5,87.5,"increase"
"5461","Canada","CAN",NA,NA,"STATE_TOTAL",2020-08-01,2,1,0,NA,2,1,3,1,1,1,0,NA,2,1,4,2,1,1,0,0,2,1,2,2,0,0,2,1,0,NA,2,1,NA,170,2,65.74,65.74,77.38,77.38,64.06,64.06,62.5,62.5,75,75,"decrease"
"5462","Canada","CAN",NA,NA,"STATE_TOTAL",2020-08-01,2,1,1,1,2,0,3,1,0,NA,1,1,2,1,4,2,1,1,0,0,2,1,2,2,0,0,2,1,0,NA,3,1,NA,266,3,64.81,64.81,72.14,72.14,65.62,65.62,64.29,64.29,75,75,"increase"
"5463","Canada","CAN",NA,NA,"STATE_TOTAL",2020-08-01,3,1,0,NA,1,1,3,1,0,NA,0,NA,2,1,4,2,1,1,0,0,2,1,1,2,0,0,2,1,0,NA,1,1,NA,1069,64,58.33,58.33,68.57,68.57,55.73,55.73,52.98,52.98,75,75,"decrease"
"5464","Canada","CAN",NA,NA,"STATE_TOTAL",2020-08-01,2,1,2,1,1,1,3,1,0,NA,1,1,2,0,4,2,1,0,0,0,2,1,1,2,0,0,2,1,0,NA,2,1,NA,0,0,62.96,62.96,70.95,70.95,57.29,57.29,58.33,58.33,50,50,"increase"
"5465","Canada","CAN",NA,NA,"STATE_TOTAL",2020-08-01,3,1,2,0,1,0,4,0,1,1,0,NA,0,NA,4,2,1,2,0,0,2,1,3,2,0,0,2,1,0,NA,3,1,NA,39333,2797,56.94,56.94,70.95,70.95,66.41,66.41,61.61,61.61,100,100,"decrease"
"5466","Canada","CAN",NA,NA,"STATE_TOTAL",2020-08-01,2,1,1,1,1,1,3,1,0,NA,1,1,2,1,4,2,1,2,0,0,2,1,1,2,0,0,2,1,0,NA,2,1,NA,36,0,62.04,62.04,72.14,72.14,63.02,63.02,57.74,57.74,100,100,"increase"
"5467","Canada","CAN",NA,NA,"STATE_TOTAL",2020-08-01,3,0,2,1,2,1,3,1,0,NA,0,NA,0,NA,4,2,1,1,0,0,2,1,2,0,0,0,3,1,0,NA,2,1,NA,59458,5678,58.33,58.33,64.29,64.29,55.21,55.21,52.38,52.38,75,75,"decrease"
"5468","Canada","CAN",NA,NA,"STATE_TOTAL",2020-08-01,3,1,2,1,1,1,3,1,0,NA,1,1,0,NA,NA,2,1,1,0,0,2,1,1,2,0,0,2,1,0,NA,1,1,NA,1334,18,47.22,47.22,57.86,57.86,49.48,49.48,45.83,45.83,75,75,"increase"
"5469","Canada","CAN",NA,NA,"STATE_TOTAL",2020-08-01,3,1,1,1,1,1,3,1,1,1,0,NA,2,0,NA,2,1,1,0,0,2,1,2,2,0,0,2,1,0,NA,2,1,NA,14,0,53.7,53.7,66.19,66.19,57.29,57.29,54.76,54.76,75,75,"decrease"
"5470","Canada","CAN",NA,NA,"NAT_TOTAL",2020-08-01,3,0,2,0,2,0,4,0,0,NA,1,1,2,0,4,2,1,1,0,0,2,1,2,2,0,0,3,0,0,NA,3,0,NA,118523,9029,67.13,67.13,67.38,67.38,66.67,66.67,65.48,65.48,75,75,"increase"
"5471","Canada","CAN",NA,NA,"STATE_TOTAL",2020-08-02,1,1,2,1,1,1,2,1,1,0,0,NA,1,1,4,2,1,1,0,0,2,1,3,2,0,0,3,0,0,NA,2,1,NA,10843,196,52.78,52.78,70.24,70.24,59.64,59.64,57.44,57.44,75,75,"decrease"
"5472","Canada","CAN",NA,NA,"STATE_TOTAL",2020-08-02,2,1,1,1,2,1,3,1,0,NA,1,1,1,1,4,2,0,2,0,0,2,1,2,2,0,0,2,1,0,NA,2,1,NA,421,8,62.04,62.04,70.24,70.24,63.54,63.54,60.12,60.12,87.5,87.5,"increase"
"5473","Canada","CAN",NA,NA,"STATE_TOTAL",2020-08-02,2,1,0,NA,2,1,3,1,1,1,0,NA,2,1,4,2,1,1,0,0,2,1,2,2,0,0,2,1,0,NA,2,1,NA,170,2,65.74,65.74,77.38,77.38,64.06,64.06,62.5,62.5,75,75,"decrease"
"5474","Canada","CAN",NA,NA,"STATE_TOTAL",2020-08-02,2,1,1,1,2,0,3,1,0,NA,1,1,2,1,4,2,1,1,0,0,2,1,2,2,0,0,2,1,0,NA,3,1,NA,266,3,64.81,64.81,72.14,72.14,65.62,65.62,64.29,64.29,75,75,"increase"
"5475","Canada","CAN",NA,NA,"STATE_TOTAL",2020-08-02,3,1,0,NA,1,1,3,1,0,NA,0,NA,2,1,4,2,1,1,0,0,2,1,1,2,0,0,2,1,0,NA,1,1,NA,1071,64,58.33,58.33,68.57,68.57,55.73,55.73,52.98,52.98,75,75,"decrease"
"5476","Canada","CAN",NA,NA,"STATE_TOTAL",2020-08-02,2,1,2,1,1,1,3,1,0,NA,1,1,2,0,4,2,1,0,0,0,2,1,1,2,0,0,2,1,0,NA,2,1,NA,0,0,62.96,62.96,70.95,70.95,57.29,57.29,58.33,58.33,50,50,"increase"
"5477","Canada","CAN",NA,NA,"STATE_TOTAL",2020-08-02,3,1,2,0,1,0,4,0,1,1,0,NA,0,NA,4,2,1,2,0,0,2,1,3,2,0,0,2,1,0,NA,3,1,NA,39449,2798,56.94,56.94,70.95,70.95,66.41,66.41,61.61,61.61,100,100,"decrease"
"5478","Canada","CAN",NA,NA,"STATE_TOTAL",2020-08-02,2,1,1,1,1,1,3,1,0,NA,1,1,2,1,4,2,1,2,0,0,2,1,1,2,0,0,2,1,0,NA,2,1,NA,36,0,62.04,62.04,72.14,72.14,63.02,63.02,57.74,57.74,100,100,"increase"
"5479","Canada","CAN",NA,NA,"STATE_TOTAL",2020-08-02,3,0,2,1,2,1,3,1,0,NA,0,NA,0,NA,4,2,1,1,0,0,2,1,2,0,0,0,3,1,0,NA,2,1,NA,59599,5681,58.33,58.33,64.29,64.29,55.21,55.21,52.38,52.38,75,75,"decrease"
"5480","Canada","CAN",NA,NA,"STATE_TOTAL",2020-08-02,3,1,2,1,1,1,3,1,0,NA,1,1,0,NA,NA,2,1,1,0,0,2,1,1,2,0,0,2,1,0,NA,1,1,NA,1342,18,47.22,47.22,57.86,57.86,49.48,49.48,45.83,45.83,75,75,"increase"
"5481","Canada","CAN",NA,NA,"STATE_TOTAL",2020-08-02,3,1,1,1,1,1,3,1,1,1,0,NA,2,0,NA,2,1,1,0,0,2,1,2,2,0,0,2,1,0,NA,2,1,NA,14,0,53.7,53.7,66.19,66.19,57.29,57.29,54.76,54.76,75,75,"decrease"
"5482","Canada","CAN",NA,NA,"NAT_TOTAL",2020-08-02,3,0,2,0,2,0,4,0,0,NA,1,1,2,0,4,2,1,1,0,0,2,1,2,2,0,0,3,0,0,NA,3,0,NA,118768,9032,67.13,67.13,67.38,67.38,66.67,66.67,65.48,65.48,75,75,"increase"
"5483","Canada","CAN",NA,NA,"STATE_TOTAL",2020-08-03,1,1,2,1,1,1,2,1,1,0,0,NA,1,1,4,2,1,1,0,0,2,1,3,2,0,0,3,0,0,NA,2,1,NA,10843,196,52.78,52.78,70.24,70.24,59.64,59.64,57.44,57.44,75,75,"decrease"
"5484","Canada","CAN",NA,NA,"STATE_TOTAL",2020-08-03,2,1,1,1,2,1,3,1,0,NA,1,1,1,1,4,2,0,2,0,0,2,1,2,2,0,0,2,1,0,NA,2,1,NA,428,8,62.04,62.04,70.24,70.24,63.54,63.54,60.12,60.12,87.5,87.5,"increase"
"5485","Canada","CAN",NA,NA,"STATE_TOTAL",2020-08-03,2,1,0,NA,2,1,3,1,1,1,0,NA,2,1,4,2,1,1,0,0,2,1,2,2,0,0,2,1,0,NA,2,1,NA,170,2,65.74,65.74,77.38,77.38,64.06,64.06,62.5,62.5,75,75,"decrease"
"5486","Canada","CAN",NA,NA,"STATE_TOTAL",2020-08-03,2,1,1,1,2,0,3,1,0,NA,1,1,2,1,4,2,1,1,0,0,2,1,2,2,0,0,2,1,0,NA,3,1,NA,266,3,64.81,64.81,72.14,72.14,65.62,65.62,64.29,64.29,75,75,"increase"
"5487","Canada","CAN",NA,NA,"STATE_TOTAL",2020-08-03,3,1,0,NA,1,1,3,1,0,NA,0,NA,2,1,4,2,1,1,0,0,2,1,1,2,0,0,2,1,0,NA,1,1,NA,1071,64,58.33,58.33,68.57,68.57,55.73,55.73,52.98,52.98,75,75,"decrease"
"5488","Canada","CAN",NA,NA,"STATE_TOTAL",2020-08-03,2,1,2,1,1,1,3,1,0,NA,1,1,2,0,4,2,1,0,0,0,2,1,1,2,0,0,2,1,0,NA,2,1,NA,0,0,62.96,62.96,70.95,70.95,57.29,57.29,58.33,58.33,50,50,"increase"
"5489","Canada","CAN",NA,NA,"STATE_TOTAL",2020-08-03,3,1,2,0,1,0,4,0,1,1,0,NA,0,NA,4,2,1,2,0,0,2,1,3,2,0,0,2,1,0,NA,3,1,NA,39449,2798,56.94,56.94,70.95,70.95,66.41,66.41,61.61,61.61,100,100,"decrease"
"5490","Canada","CAN",NA,NA,"STATE_TOTAL",2020-08-03,2,1,1,1,1,1,3,1,0,NA,1,1,2,1,4,2,1,2,0,0,2,1,1,2,0,0,2,1,0,NA,2,1,NA,36,0,62.04,62.04,72.14,72.14,63.02,63.02,57.74,57.74,100,100,"increase"
"5491","Canada","CAN",NA,NA,"STATE_TOTAL",2020-08-03,3,0,2,1,2,1,3,1,0,NA,0,NA,0,NA,4,2,1,1,0,0,2,1,2,0,0,0,3,1,0,NA,2,1,NA,59722,5683,58.33,58.33,64.29,64.29,55.21,55.21,52.38,52.38,75,75,"decrease"
"5492","Canada","CAN",NA,NA,"STATE_TOTAL",2020-08-03,3,1,2,1,1,1,3,1,0,NA,1,1,0,NA,NA,2,1,1,0,0,2,1,1,2,0,0,2,1,0,NA,1,1,NA,1359,18,47.22,47.22,57.86,57.86,49.48,49.48,45.83,45.83,75,75,"increase"
"5493","Canada","CAN",NA,NA,"STATE_TOTAL",2020-08-03,3,1,1,1,1,1,3,1,1,1,0,NA,2,0,NA,2,1,1,0,0,2,1,2,2,0,0,2,1,0,NA,2,1,NA,14,0,53.7,53.7,66.19,66.19,57.29,57.29,54.76,54.76,75,75,"decrease"
"5494","Canada","CAN",NA,NA,"NAT_TOTAL",2020-08-03,3,0,2,0,2,0,4,0,0,NA,1,1,2,0,4,2,1,1,0,0,2,1,2,2,0,0,3,0,0,NA,3,0,NA,118973,9035,67.13,67.13,67.38,67.38,66.67,66.67,65.48,65.48,75,75,"increase"
"5495","Canada","CAN",NA,NA,"STATE_TOTAL",2020-08-04,1,1,2,1,1,1,2,1,1,0,0,NA,1,1,4,2,1,1,0,0,2,1,3,2,0,0,3,0,0,NA,2,1,NA,11146,201,52.78,52.78,70.24,70.24,59.64,59.64,57.44,57.44,75,75,"decrease"
"5496","Canada","CAN",NA,NA,"STATE_TOTAL",2020-08-04,2,1,1,1,2,1,3,1,0,NA,1,1,1,1,4,2,0,2,0,0,2,1,2,2,0,0,2,1,0,NA,2,1,NA,428,8,62.04,62.04,70.24,70.24,63.54,63.54,60.12,60.12,87.5,87.5,"increase"
"5497","Canada","CAN",NA,NA,"STATE_TOTAL",2020-08-04,2,1,0,NA,2,1,3,1,1,1,0,NA,2,1,4,2,1,1,0,0,2,1,2,2,0,0,2,1,0,NA,2,1,NA,170,2,65.74,65.74,77.38,77.38,64.06,64.06,62.5,62.5,75,75,"decrease"
