"assessment_date","country","iso3","region","population","growth_rate","relative_incidence","net_increases","epi_classification","growth_rate_lower","growth_rate_upper","tpr_recent","tpr_before","tpr_change","tpr_last_date_recent","tpr_last_date_before","vac_oneplus_dose_per_100","vac_full_per_100","vaccinations_date"
"2021-12-13","Algeria","DZA","AFRO",43851044,0.003,"12.6%",0,"Minimal",-0.002,0.008,,,,,,15.7,12.3,"2021-11-30"
"2021-12-13","Angola","AGO","AFRO",32866272,0.022,"3.6%",0,"Minimal",0.005,0.038,"5.4%","6.8%","constant","2021-11-28","2021-11-21",21.3,10.1,"2021-12-09"
"2021-12-13","Benin","BEN","AFRO",12123200,0.112,"0.6%",1,"Medium",0.063,0.166,,,,,,9,7.2,"2021-12-09"
"2021-12-13","Botswana","BWA","AFRO",2351627,0.035,"5.0%",1,"Low",0.026,0.043,,,,,,40.6,22.5,"2021-12-09"
"2021-12-13","Burkina Faso","BFA","AFRO",20903273,0.031,"25.0%",1,"Minimal",0.02,0.043,"19.5%","7.3%","increasing","2021-10-24","2021-10-17",,,
"2021-12-13","Burundi","BDI","AFRO",11890784,0.137,"13.5%",2,"Medium",0.119,0.156,"2.7%","0.6%","increasing","2021-12-12","2021-12-05",0,0,"2021-12-09"
"2021-12-13","Cabo Verde","CPV","AFRO",555987,0.038,"2.7%",0,"Minimal",0.013,0.063,"1.9%","2.3%","constant","2021-12-12","2021-12-05",53.9,45,"2021-12-03"
"2021-12-13","Cameroon","CMR","AFRO",26545863,-0.057,"4.5%",0,"Minimal",-0.066,-0.048,,,,,,3,2.3,"2021-12-06"
"2021-12-13","Central African Republic","CAF","AFRO",4829767,0.16,"5.4%",2,"Medium",0.136,0.184,,,,,,7.8,6.9,"2021-12-04"
"2021-12-13","Chad","TCD","AFRO",16425864,-0,"0.0%",0,"Minimal",-0.013,0.013,"0.6%","0.9%","constant","2021-10-17","2021-10-10",1.2,0.5,"2021-12-05"
"2021-12-13","Comoros","COM","AFRO",869601,-0.015,"3.2%",0,"Minimal",-0.045,0.016,,,,,,32.4,27.7,"2021-11-28"
"2021-12-13","Congo","COG","AFRO",5518087,-0.082,"8.3%",0,"Minimal",-0.101,-0.064,"1.3%","3.5%","decreasing","2021-12-05","2021-11-28",10,2.5,"2021-12-09"
"2021-12-13","Côte d'Ivoire","CIV","AFRO",26378274,-0.017,"2.2%",0,"Minimal",-0.035,0.001,"0.8%","1.4%","decreasing","2021-12-05","2021-11-28",11.8,5.3,"2021-12-05"
"2021-12-13","Democratic Republic of the Congo","COD","AFRO",89561403,0.103,"53.8%",1,"High",0.095,0.111,"13.5%","9.6%","increasing","2021-08-15","2021-08-08",0.2,0.1,"2021-12-07"
"2021-12-13","Equatorial Guinea","GNQ","AFRO",1402985,-0.045,"0.5%",0,"Minimal",-0.084,-0.007,,,,,,17.7,14.2,"2021-12-01"
