"assessment_date","country","iso3","region","population","growth_rate","relative_incidence","net_increases","epi_classification","growth_rate_lower","growth_rate_upper","tpr_recent","tpr_before","tpr_change","tpr_last_date_recent","tpr_last_date_before","vac_oneplus_dose_per_100","vac_full_per_100","vaccinations_date"
"2021-11-08","Algeria","DZA","AFRO",43851044,0.013,"6.7%",0,"Minimal",0.005,0.02,,,,,,14.6,11,"2021-11-02"
"2021-11-08","Angola","AGO","AFRO",32866272,-0.076,"8.4%",0,"Minimal",-0.084,-0.069,"2.8%","6.8%","decreasing","2021-11-07","2021-10-31",14.7,5.5,"2021-11-02"
"2021-11-08","Benin","BEN","AFRO",12123200,0.018,"1.0%",0,"Minimal",-0.003,0.038,"0.9%","1.4%","constant","2021-10-31","2021-10-24",2.2,1.9,"2021-11-02"
"2021-11-08","Botswana","BWA","AFRO",2351627,0.12,"39.9%",1,"Medium",0.117,0.124,,,,,,30.7,13,"2021-11-04"
"2021-11-08","Burkina Faso","BFA","AFRO",20903273,0.082,"23.2%",1,"Medium",0.066,0.098,"19.5%","7.3%","increasing","2021-10-24","2021-10-17",1.7,1.4,"2021-11-04"
"2021-11-08","Burundi","BDI","AFRO",11890784,-0.088,"4.5%",0,"Minimal",-0.102,-0.073,"0.7%","1.0%","constant","2021-11-07","2021-10-31",0,,"2021-11-05"
"2021-11-08","Cabo Verde","CPV","AFRO",555987,-0.069,"2.0%",0,"Minimal",-0.09,-0.047,"1.1%","3.8%","decreasing","2021-11-07","2021-10-31",52.8,39,"2021-10-31"
"2021-11-08","Cameroon","CMR","AFRO",26545863,0.028,"20.7%",0,"Low",0.023,0.032,,,,,,1.6,0.6,"2021-11-01"
"2021-11-08","Central African Republic","CAF","AFRO",4829767,0.001,"1.5%",1,"Minimal",-0.03,0.032,"87.1%","13.3%","increasing","2021-10-31","2021-10-24",7.5,6.7,"2021-11-01"
"2021-11-08","Chad","TCD","AFRO",16425864,,,,,,,"0.6%","0.9%","constant","2021-10-17","2021-10-10",1,0.4,"2021-10-31"
"2021-11-08","Comoros","COM","AFRO",869601,0.078,"8.8%",1,"Low",0.048,0.11,,,,,,31.5,20.6,"2021-11-03"
"2021-11-08","Congo","COG","AFRO",5518087,-0.023,"53.9%",0,"Minimal",-0.03,-0.017,"9.5%","10.6%","constant","2021-11-07","2021-10-31",7,2.3,"2021-11-04"
"2021-11-08","Côte d'Ivoire","CIV","AFRO",26378274,-0.037,"2.9%",0,"Minimal",-0.053,-0.021,"0.8%","1.9%","decreasing","2021-10-31","2021-10-24",8.8,3.5,"2021-10-31"
"2021-11-08","Democratic Republic of the Congo","COD","AFRO",89561403,-0.024,"5.2%",0,"Minimal",-0.041,-0.006,"13.5%","9.6%","increasing","2021-08-15","2021-08-08",0.1,0,"2021-10-29"
"2021-11-08","Equatorial Guinea","GNQ","AFRO",1402985,-0.036,"6.9%",0,"Minimal",-0.05,-0.023,,,,,,17.3,13.6,"2021-11-03"
"2021-11-08","Eritrea","ERI","AFRO",3546421,0.149,"16.7%",4,"High",0.116,0.183,,,,,,,,
"2021-11-08","Eswatini","SWZ","AFRO",1160164,0.035,"1.1%",6,"Low",0.004,0.066,,,,,,21.2,20.5,"2021-11-01"
"2021-11-08","Ethiopia","ETH","AFRO",114963588,-0.027,"15.6%",0,"Minimal",-0.031,-0.024,"3.8%","7.1%","decreasing","2021-11-07","2021-10-31",3.2,1.2,"2021-11-04"
"2021-11-08","Gabon","GAB","AFRO",2225734,-0.031,"37.1%",0,"Minimal",-0.037,-0.025,"3.7%","3.6%","constant","2021-11-07","2021-10-31",5.9,4.5,"2021-11-04"
"2021-11-08","Gambia","GMB","AFRO",2416668,0.021,"0.8%",0,"Minimal",-0.041,0.085,"0.5%","1.7%","constant","2021-10-31","2021-10-24",9.7,9.1,"2021-10-31"
"2021-11-08","Ghana","GHA","AFRO",31072940,-0.136,"3.4%",0,"Minimal",-0.145,-0.127,,,,,,7.3,2.7,"2021-11-04"
"2021-11-08","Guinea","GIN","AFRO",13132795,-0.029,"2.1%",0,"Minimal",-0.059,0.001,"2.3%","2.3%","constant","2021-11-07","2021-10-31",11.7,5.7,"2021-11-03"
"2021-11-08","Guinea-Bissau","GNB","AFRO",1968001,,,,,,,"1.9%","0.2%","increasing","2021-11-07","2021-10-31",8.5,0.7,"2021-11-03"
"2021-11-08","Kenya","KEN","AFRO",53771296,-0.009,"6.8%",0,"Minimal",-0.016,-0.001,"1.2%","2.1%","decreasing","2021-11-07","2021-10-31",7,3.4,"2021-11-05"
"2021-11-08","Lesotho","LSO","AFRO",2142249,-0.021,"0.7%",1,"Minimal",-0.045,0.003,"0.8%","1.0%","constant","2021-11-07","2021-10-31",16.2,15.8,"2021-10-10"
"2021-11-08","Liberia","LBR","AFRO",5057681,,,,,,,,,,,,7.8,7.3,"2021-11-02"
"2021-11-08","Madagascar","MDG","AFRO",27691018,-0,"0.1%",0,"Minimal",-0.082,0.082,"3.5%","1.3%","increasing","2021-08-29","2021-08-22",1.4,0.7,"2021-10-20"
"2021-11-08","Malawi","MWI","AFRO",19129952,-0.044,"0.3%",0,"Minimal",-0.077,-0.011,,,,,,5.2,2.9,"2021-11-04"
"2021-11-08","Mali","MLI","AFRO",20250833,0.034,"17.6%",2,"Low",0.022,0.047,"2.8%","3.1%","constant","2021-11-07","2021-10-31",1.6,1.3,"2021-11-02"
"2021-11-08","Mauritania","MRT","AFRO",4649658,0.024,"11.2%",1,"Minimal",0.014,0.034,"4.0%","3.5%","constant","2021-11-07","2021-10-31",21.6,13.4,"2021-11-04"
"2021-11-08","Mauritius","MUS","AFRO",1271768,0.04,"24.5%",1,"Low",0.032,0.048,"5.1%","5.6%","constant","2021-11-07","2021-10-31",71.2,67.2,"2021-11-04"
"2021-11-08","Mayotte","MYT","AFRO",272815,0.103,"3.3%",0,"Medium",0.078,0.128,,,,,,,,
"2021-11-08","Mozambique","MOZ","AFRO",31255435,-0.027,"0.6%",1,"Minimal",-0.047,-0.007,"0.9%","1.3%","constant","2021-11-07","2021-10-31",13.3,7.8,"2021-11-04"
"2021-11-08","Namibia","NAM","AFRO",2540905,-0.055,"0.8%",0,"Minimal",-0.068,-0.043,"0.9%","5.0%","decreasing","2021-10-31","2021-10-24",13.1,10.5,"2021-11-04"
"2021-11-08","Niger","NER","AFRO",24206644,0.034,"15.2%",0,"Minimal",0.015,0.053,"4.9%","4.3%","constant","2021-11-07","2021-10-31",2.1,1.6,"2021-10-27"
"2021-11-08","Nigeria","NGA","AFRO",206139589,-0.041,"6.6%",0,"Minimal",-0.046,-0.036,,,,,,2.8,1.5,"2021-11-04"
"2021-11-08","Réunion","REU","AFRO",895312,0.069,"7.0%",1,"Medium",0.059,0.079,,,,,,,,
"2021-11-08","Rwanda","RWA","AFRO",12952218,,"3.0%",0,,,,"0.3%","0.4%","decreasing","2021-11-07","2021-10-31",30.4,15.9,"2021-11-04"
"2021-11-08","Saint Helena","SHN","AFRO",6071,,,,,,,,,,,,71.8,58.2,"2021-05-05"
"2021-11-08","Sao Tome and Principe","STP","AFRO",219159,-0.081,"3.9%",0,"Minimal",-0.127,-0.037,,,,,,36.7,13,"2021-10-29"
"2021-11-08","Senegal","SEN","AFRO",16743927,-0.008,"0.4%",0,"Minimal",-0.045,0.029,"0.2%","0.3%","constant","2021-11-07","2021-10-31",7.7,5.3,"2021-10-20"
"2021-11-08","Seychelles","SYC","AFRO",98347,-0.008,"5.9%",0,"Minimal",-0.023,0.007,,,,,,82.7,78,"2021-11-03"
"2021-11-08","Sierra Leone","SLE","AFRO",7976983,,,,,,,"0.1%","0.0%","constant","2021-10-31","2021-10-24",6.3,3.2,"2021-11-04"
"2021-11-08","South Africa","ZAF","AFRO",59308690,-0.041,"1.4%",0,"Minimal",-0.044,-0.037,"1.4%","1.7%","decreasing","2021-10-31","2021-10-24",26.4,21.5,"2021-11-04"
"2021-11-08","South Sudan","SSD","AFRO",11193725,-0.003,"6.1%",0,"Minimal",-0.023,0.017,"1.9%","2.7%","constant","2021-11-07","2021-10-31",0.8,0.5,"2021-11-05"
"2021-11-08","Togo","TGO","AFRO",8278724,-0.049,"3.4%",0,"Minimal",-0.069,-0.028,"0.5%","1.1%","decreasing","2021-11-07","2021-10-31",11.2,5.4,"2021-10-29"
"2021-11-08","Uganda","UGA","AFRO",45741007,-0.012,"1.4%",0,"Minimal",-0.021,-0.004,"1.5%","1.9%","decreasing","2021-10-31","2021-10-24",7,0.9,"2021-11-04"
"2021-11-08","United Republic of Tanzania","TZA","AFRO",59734218,0.058,"0.2%",0,"Low",0.032,0.085,,,,,,,1.6,"2021-10-29"
"2021-11-08","Western Sahara","ESH","AFRO",597339,,,,,,,,,,,,,,
"2021-11-08","Zambia","ZMB","AFRO",18383955,-0.015,"0.7%",1,"Minimal",-0.032,0.001,"0.5%","0.4%","constant","2021-10-31","2021-10-24",,,
"2021-11-08","Zimbabwe","ZWE","AFRO",14862924,-0.005,"1.3%",0,"Minimal",-0.016,0.006,"1.6%","1.4%","constant","2021-10-31","2021-10-24",22.7,17.8,"2021-11-05"
"2021-11-08","Afghanistan","AFG","EMRO",38928346,0.004,"1.3%",0,"Minimal",-0.009,0.016,,,,,,8.7,6.5,"2021-10-30"
"2021-11-08","Bahrain","BHR","EMRO",1701575,-0.052,"1.1%",0,"Minimal",-0.062,-0.042,"0.4%","1.0%","decreasing","2021-10-31","2021-10-24",69.4,67.3,"2021-11-06"
"2021-11-08","Djibouti","DJI","EMRO",988000,-0.087,"1.1%",0,"Minimal",-0.12,-0.056,,,,,,6.7,2.6,"2021-11-03"
"2021-11-08","Egypt","EGY","EMRO",102334404,-0.009,"51.1%",0,"Low",-0.012,-0.007,,,,,,18.1,10.8,"2021-11-01"
"2021-11-08","Iran (Islamic Republic of)","IRN","EMRO",83992949,-0.023,"19.9%",0,"Minimal",-0.024,-0.023,"15.0%","35.8%","decreasing","2021-10-31","2021-10-24",65.2,45,"2021-11-05"
"2021-11-08","Iraq","IRQ","EMRO",40222493,-0.024,"9.5%",0,"Minimal",-0.026,-0.022,"6.8%","14.5%","decreasing","2021-10-31","2021-10-24",15.1,8.9,"2021-11-03"
"2021-11-08","Jordan","JOR","EMRO",10203134,0.011,"17.4%",0,"Minimal",0.009,0.013,"16.8%","11.6%","increasing","2021-10-31","2021-10-24",39.2,34.9,"2021-11-06"
"2021-11-08","Kuwait","KWT","EMRO",4270571,-0.04,"1.0%",0,"Minimal",-0.054,-0.026,"0.1%","0.2%","decreasing","2021-10-31","2021-10-24",,,"2021-08-14"
"2021-11-08","Lebanon","LBN","EMRO",6825445,-0.003,"11.2%",0,"Minimal",-0.006,0,,,,,,26.4,22.9,"2021-11-06"
"2021-11-08","Libya","LBY","EMRO",6871292,0.007,"17.9%",0,"Minimal",0.004,0.01,"16.2%","24.9%","decreasing","2021-10-31","2021-10-24",22.7,6.7,"2021-11-04"
"2021-11-08","Morocco","MAR","EMRO",36910560,-0.04,"1.8%",0,"Minimal",-0.044,-0.035,"2.2%","2.8%","decreasing","2021-10-31","2021-10-24",65.7,60,"2021-11-02"
"2021-11-08","occupied Palestinian territory","PSE","EMRO",5101414,-0.032,"11.9%",0,"Minimal",-0.035,-0.028,"8.6%","9.6%","decreasing","2021-10-31","2021-10-24",29.2,24.6,"2021-10-27"
"2021-11-08","Oman","OMN","EMRO",5106626,-0.002,"0.6%",0,"Minimal",-0.02,0.017,,,,,,60,51.2,"2021-10-23"
"2021-11-08","Pakistan","PAK","EMRO",220892340,-0.02,"10.1%",3,"Low",-0.022,-0.017,"0.9%","1.5%","decreasing","2021-11-07","2021-10-31",33.5,19.9,"2021-11-05"
"2021-11-08","Qatar","QAT","EMRO",2881053,0.032,"6.1%",0,"Low",0.025,0.04,"1.6%","1.3%","constant","2021-10-24","2021-10-17",,,"2021-11-06"
"2021-11-08","Saudi Arabia","SAU","EMRO",34813871,0.004,"1.1%",0,"Minimal",-0.006,0.014,"0.1%","0.1%","constant","2021-10-31","2021-10-24",69.8,62.4,"2021-11-06"
"2021-11-08","Somalia","SOM","EMRO",15893222,0.077,"29.9%",1,"Medium",0.067,0.088,,,,,,2.3,2,"2021-11-03"
"2021-11-08","Sudan","SDN","EMRO",43849260,-0.26,"0.0%",0,"Minimal",-0.278,-0.243,,,,,,2.6,,"2021-10-20"
"2021-11-08","Syrian Arab Republic","SYR","EMRO",17500658,-0.034,"61.3%",0,"Minimal",-0.038,-0.03,,,,,,4.6,2.9,"2021-10-31"
"2021-11-08","Tunisia","TUN","EMRO",11818619,-0.013,"1.4%",1,"Minimal",-0.02,-0.007,"8.8%","6.3%","increasing","2021-10-31","2021-10-24",48,38.9,"2021-11-04"
"2021-11-08","United Arab Emirates","ARE","EMRO",9890402,-0.02,"2.1%",0,"Minimal",-0.027,-0.013,"0.0%","0.0%","decreasing","2021-10-31","2021-10-24",98.4,88.3,"2021-11-06"
"2021-11-08","Yemen","YEM","EMRO",29825964,-0.042,"10.4%",0,"Minimal",-0.059,-0.024,,,,,,1.1,0.7,"2021-11-01"
"2021-11-08","Albania","ALB","EURO",2877800,0.007,"44.8%",0,"Low",0.004,0.01,"0.4%","0.4%","constant","2021-06-13","2021-06-06",35.6,31.2,"2021-11-03"
"2021-11-08","Andorra","AND","EURO",77265,0.072,"14.4%",0,"Medium",0.052,0.092,,,,,,70.4,62.5,"2021-10-03"
"2021-11-08","Armenia","ARM","EURO",2963234,0.003,"84.0%",0,"High",0.001,0.004,"16.4%","12.6%","increasing","2021-10-31","2021-10-24",16.8,7.1,"2021-10-24"
"2021-11-08","Austria","AUT","EURO",8901064,0.059,"85.5%",4,"Very High",0.058,0.06,"1.3%","1.0%","increasing","2021-10-31","2021-10-31",66.9,63.6,"2021-11-05"
"2021-11-08","Azerbaijan","AZE","EURO",10139175,0.011,"51.1%",0,"Low",0.01,0.013,"24.1%","37.8%","decreasing","2021-10-31","2021-10-24",52.2,43.5,"2021-11-02"
"2021-11-08","Belarus","BLR","EURO",9449321,-0.002,"96.2%",0,"Low",-0.003,-0,"5.5%","5.4%","constant","2021-10-31","2021-10-24",29.2,21.2,"2021-10-24"
