"assessment_date","country","iso3","region","population","growth_rate","relative_incidence","net_increases","epi_classification","growth_rate_lower","growth_rate_upper","tpr_recent","tpr_before","tpr_change","tpr_last_date_recent","tpr_last_date_before","vac_oneplus_dose_per_100","vac_full_per_100","vaccinations_date"
"2022-02-14","Algeria","DZA","AFRO",43851044,-0.09,"23.8%",0,"Minimal",-0.092,-0.088,,,,,,16.5,13.2,"2022-01-09"
"2022-02-14","Angola","AGO","AFRO",32866272,-0.254,"1.3%",0,"Minimal",-0.265,-0.244,,,,,,30.4,14.8,"2022-02-02"
"2022-02-14","Benin","BEN","AFRO",12123200,-0.088,"0.9%",0,"Minimal",-0.111,-0.066,,,,,,18.7,14.6,"2022-02-04"
"2022-02-14","Botswana","BWA","AFRO",2351627,-0.04,"20.8%",0,"Minimal",-0.043,-0.037,,,,,,,,
"2022-02-14","Burkina Faso","BFA","AFRO",20903273,-0.069,"1.3%",0,"Minimal",-0.094,-0.044,"1.4%","2.2%","constant","2022-02-13","2022-02-06",5.6,3.7,"2022-01-13"
"2022-02-14","Burundi","BDI","AFRO",11890784,-0.03,"4.8%",0,"Minimal",-0.042,-0.019,"3.0%","1.6%","increasing","2022-02-13","2022-02-06",0.1,0.1,"2022-02-02"
"2022-02-14","Cabo Verde","CPV","AFRO",555987,-0.153,"0.6%",0,"Minimal",-0.17,-0.136,"10.2%","3.8%","increasing","2022-02-06","2022-02-06",61.8,51.4,"2022-02-04"
"2022-02-14","Cameroon","CMR","AFRO",26545863,-0.009,"11.2%",0,"Minimal",-0.014,-0.004,,,,,,3.2,2.5,"2022-01-14"
"2022-02-14","Central African Republic","CAF","AFRO",4829767,-0.099,"3.3%",0,"Minimal",-0.114,-0.085,,,,,,12.8,12.3,"2022-02-06"
"2022-02-14","Chad","TCD","AFRO",16425864,-0.138,"9.9%",0,"Minimal",-0.16,-0.117,"4.3%","8.5%","decreasing","2022-02-06","2022-01-30",1.6,0.8,"2022-01-30"
"2022-02-14","Comoros","COM","AFRO",869601,0.034,"3.7%",0,"Minimal",0.01,0.058,"16.1%","56.7%","decreasing","2022-01-16","2022-01-09",39.2,34.1,"2022-02-04"
"2022-02-14","Congo","COG","AFRO",5518087,-0.107,"7.3%",0,"Minimal",-0.124,-0.091,"6.7%","0.5%","increasing","2022-02-13","2022-02-06",11.3,10.6,"2021-12-28"
"2022-02-14","Côte d'Ivoire","CIV","AFRO",26378274,-0.057,"2.5%",0,"Minimal",-0.068,-0.046,"36.7%","26.8%","increasing","2022-01-30","2022-01-23",19.7,9,"2022-01-27"
"2022-02-14","Democratic Republic of the Congo","COD","AFRO",89561403,-0.101,"2.8%",0,"Minimal",-0.111,-0.091,"4.6%","2.4%","increasing","2022-02-13","2022-02-06",0.4,0.2,"2022-01-29"
"2022-02-14","Equatorial Guinea","GNQ","AFRO",1402985,-0.137,"0.3%",0,"Minimal",-0.168,-0.107,,,,,,17.9,14.6,"2022-01-18"
"2022-02-14","Eritrea","ERI","AFRO",3546421,-0.12,"5.7%",0,"Minimal",-0.139,-0.102,,,,,,,,
"2022-02-14","Eswatini","SWZ","AFRO",1160164,-0.007,"3.0%",0,"Minimal",-0.019,0.005,"4.8%","4.0%","constant","2022-02-13","2022-02-06",32.3,28.9,"2022-02-01"
"2022-02-14","Ethiopia","ETH","AFRO",114963588,-0.073,"3.1%",0,"Minimal",-0.078,-0.068,,,,,,8.2,1.4,"2022-02-10"
"2022-02-14","Gabon","GAB","AFRO",2225734,-0.094,"6.7%",0,"Minimal",-0.103,-0.085,"10.9%","4.1%","increasing","2022-02-13","2022-02-06",12.8,10.5,"2022-01-22"
"2022-02-14","Gambia","GMB","AFRO",2416668,-0.103,"3.2%",0,"Minimal",-0.123,-0.084,"1.4%","20.1%","decreasing","2022-02-06","2022-01-30",13.2,12.6,"2022-01-21"
"2022-02-14","Ghana","GHA","AFRO",31072940,-0.129,"2.2%",0,"Minimal",-0.136,-0.122,,,,,,22.1,10.1,"2022-01-17"
"2022-02-14","Guinea","GIN","AFRO",13132795,-0.047,"2.5%",0,"Minimal",-0.062,-0.031,"2.4%","10.9%","decreasing","2022-02-13","2022-02-06",26.9,14.3,"2022-02-10"
"2022-02-14","Guinea-Bissau","GNB","AFRO",1968001,-0.055,"18.9%",1,"Minimal",-0.069,-0.041,"10.0%","12.0%","constant","2022-02-13","2022-02-06",22.2,14.8,"2022-02-06"
"2022-02-14","Kenya","KEN","AFRO",53771296,-0.056,"2.0%",0,"Minimal",-0.063,-0.049,,,,,,15,12.9,"2022-02-13"
"2022-02-14","Lesotho","LSO","AFRO",2142249,-0.092,"1.6%",0,"Minimal",-0.108,-0.076,"9.9%","1.4%","increasing","2022-02-13","2022-02-06",36.5,34,"2021-12-31"
"2022-02-14","Liberia","LBR","AFRO",5057681,-0.011,"7.3%",0,"Minimal",-0.038,0.015,,,,,,20.1,19.5,"2022-01-07"
"2022-02-14","Madagascar","MDG","AFRO",27691018,0.065,"27.4%",0,"Medium",0.061,0.07,,,,,,3.5,3.3,"2022-02-05"
"2022-02-14","Malawi","MWI","AFRO",19129952,-0.062,"3.1%",0,"Minimal",-0.071,-0.052,,,,,,7.9,4.1,"2022-02-12"
"2022-02-14","Mali","MLI","AFRO",20250833,,"2.2%",0,,,,"4.5%","4.1%","constant","2022-02-13","2022-02-06",5,3.1,"2022-01-21"
"2022-02-14","Mauritania","MRT","AFRO",4649658,-0.143,"1.2%",0,"Minimal",-0.154,-0.132,,,,,,32.2,21.6,"2022-02-07"
"2022-02-14","Mauritius","MUS","AFRO",1271768,-0.306,"0.0%",0,"Minimal",-0.331,-0.282,"73.8%","47.0%","increasing","2021-11-07","2021-10-31",74.5,71.5,"2021-12-28"
"2022-02-14","Mayotte","MYT","AFRO",272815,-0.177,"1.1%",0,"Minimal",-0.192,-0.163,,,,,,,,
"2022-02-14","Mozambique","MOZ","AFRO",31255435,-0.082,"1.1%",0,"Minimal",-0.089,-0.075,,,,,,34.4,28.9,"2022-01-28"
"2022-02-14","Namibia","NAM","AFRO",2540905,-0.051,"3.2%",0,"Minimal",-0.06,-0.043,,,,,,16.5,14,"2022-01-26"
"2022-02-14","Niger","NER","AFRO",24206644,-0.101,"3.3%",0,"Minimal",-0.129,-0.073,"0.9%","2.0%","decreasing","2022-02-13","2022-02-06",6,4.2,"2022-01-31"
"2022-02-14","Nigeria","NGA","AFRO",206139589,-0.083,"2.1%",0,"Minimal",-0.091,-0.075,,,,,,7.2,2.6,"2022-01-29"
"2022-02-14","Réunion","REU","AFRO",895312,-0.065,"39.3%",0,"Minimal",-0.066,-0.064,,,,,,,,
"2022-02-14","Rwanda","RWA","AFRO",12952218,-0.114,"1.7%",1,"Minimal",-0.124,-0.104,"0.3%","0.5%","decreasing","2022-02-13","2022-02-06",65.7,53.7,"2022-01-27"
"2022-02-14","Saint Helena","SHN","AFRO",6071,,,,,,,,,,,,71.8,58.2,"2021-05-05"
"2022-02-14","Sao Tome and Principe","STP","AFRO",219159,-0.123,"0.7%",0,"Minimal",-0.161,-0.087,,,,,,40.6,28,"2022-01-17"
